INFO 2024-08-13 14:38:53,714 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-13 14:40:00,519 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,519 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\financial_connections\account_owner.py first seen with mtime 1721530437.9638672
DEBUG 2024-08-13 14:40:00,519 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\billiard\__init__.py first seen with mtime 1722452313.557761
DEBUG 2024-08-13 14:40:00,520 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\response.py first seen with mtime 1721530433.6373231
DEBUG 2024-08-13 14:40:00,520 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\autoreload.py first seen with mtime 1720454814.6056938
DEBUG 2024-08-13 14:40:00,520 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\idna\package_data.py first seen with mtime 1721530434.7370265
DEBUG 2024-08-13 14:40:00,520 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\certs.py first seen with mtime 1721530436.9381442
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\defaulttags.py first seen with mtime 1720454814.6134615
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\__init__.py first seen with mtime 1722452313.165467
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1720454814.1226213
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\langthaimodel.py first seen with mtime 1721530435.8395884
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\billiard\context.py first seen with mtime 1722452313.5618708
DEBUG 2024-08-13 14:40:00,521 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\uploadhandler.py first seen with mtime 1720454814.0919344
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1720454814.3419714
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1720454814.6364963
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\utils.py first seen with mtime 1720454814.6134615
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\json\decoder.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\utils.py first seen with mtime 1721530436.947017
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\string.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,522 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\courtManagementSystem\urls.py first seen with mtime 1723574398.6333532
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\loaders\app.py first seen with mtime 1722452316.1141095
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\terminal\configuration.py first seen with mtime 1721530437.986139
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\cffi\api.py first seen with mtime 1705540977.3206134
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\operations\special.py first seen with mtime 1720454814.3448777
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1720454814.3567734
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\proxy.py first seen with mtime 1721530433.634313
DEBUG 2024-08-13 14:40:00,523 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1720454814.7282054
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\ephemeral_key.py first seen with mtime 1721530437.917167
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\custom_method.py first seen with mtime 1721530437.9517386
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\views\autocomplete.py first seen with mtime 1720454809.8300388
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\__init__.py first seen with mtime 1721266422.5540912
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\app\registry.py first seen with mtime 1722452316.0591056
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\lexer.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:40:00,524 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\wsgiref\__init__.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:40:00,525 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:40:00,525 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1720454806.970316
DEBUG 2024-08-13 14:40:00,525 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1720454814.2239475
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\utils\functional.py first seen with mtime 1722452316.122972
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\mysql\schema.py first seen with mtime 1720454814.2610066
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\radar\value_list.py first seen with mtime 1721530437.974547
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\mysql\operations.py first seen with mtime 1720454814.2589607
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\locale.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,526 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\charset_normalizer\cd.py first seen with mtime 1721530435.4600708
DEBUG 2024-08-13 14:40:00,527 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\verify_mixin.py first seen with mtime 1721530437.9566839
DEBUG 2024-08-13 14:40:00,527 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\__init__.py first seen with mtime 1720454814.0437644
DEBUG 2024-08-13 14:40:00,527 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1720454813.2047215
DEBUG 2024-08-13 14:40:00,527 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\reporting\__init__.py first seen with mtime 1721530437.976812
DEBUG 2024-08-13 14:40:00,527 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\invoice.py first seen with mtime 1721530437.9228435
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\mime\base.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\cffi\lock.py first seen with mtime 1705540977.3256142
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\chardistribution.py first seen with mtime 1721530435.8194425
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\utils.py first seen with mtime 1722452314.3567228
DEBUG 2024-08-13 14:40:00,528 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\mysql\introspection.py first seen with mtime 1720454814.2568202
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1720454814.0605156
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_bz2.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1720454814.3160465
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\argparse.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\clocks.py first seen with mtime 1722452314.6460438
DEBUG 2024-08-13 14:40:00,529 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\textwrap.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:40:00,530 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_utils.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,530 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\api_resource.py first seen with mtime 1721530437.949741
DEBUG 2024-08-13 14:40:00,530 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\multiprocessing\context.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,530 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,530 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\customer_balance_transaction.py first seen with mtime 1721530437.9139712
DEBUG 2024-08-13 14:40:00,531 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\threads.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,531 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\decorators.py first seen with mtime 1720454814.6855633
DEBUG 2024-08-13 14:40:00,531 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\terminal\__init__.py first seen with mtime 1721530437.985139
DEBUG 2024-08-13 14:40:00,531 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1720454808.012064
DEBUG 2024-08-13 14:40:00,532 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1720454814.2109816
DEBUG 2024-08-13 14:40:00,532 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\messages\__init__.py first seen with mtime 1720454812.5136528
DEBUG 2024-08-13 14:40:00,541 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\mandate.py first seen with mtime 1721530437.9278922
DEBUG 2024-08-13 14:40:00,541 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\app\backends.py first seen with mtime 1722452316.0551002
DEBUG 2024-08-13 14:40:00,541 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\_internal_utils.py first seen with mtime 1721530436.9340236
DEBUG 2024-08-13 14:40:00,541 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\topup.py first seen with mtime 1721530437.9464912
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\connection.py first seen with mtime 1721530433.6328006
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\payment_intent.py first seen with mtime 1721530437.9288752
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\enums.py first seen with mtime 1720454814.355158
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django_celery_results\managers.py first seen with mtime 1722452911.1040852
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\platform.py first seen with mtime 1722452314.3517153
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\idna\intranges.py first seen with mtime 1721530434.7370265
DEBUG 2024-08-13 14:40:00,542 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\certifi\core.py first seen with mtime 1721530432.2495277
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1720454808.6913266
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\idna\__init__.py first seen with mtime 1721530434.731619
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\packages\six.py first seen with mtime 1721530433.626799
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1720454808.675455
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1720454814.2333503
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py first seen with mtime 1721530436.9392693
DEBUG 2024-08-13 14:40:00,543 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1720454808.6836312
DEBUG 2024-08-13 14:40:00,544 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\colorama\ansi.py first seen with mtime 1702427251.7635608
DEBUG 2024-08-13 14:40:00,544 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\quoprimime.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,544 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\DLLs\_lzma.pyd first seen with mtime 1702005666.0
DEBUG 2024-08-13 14:40:00,544 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\_compat_pickle.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,544 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django_celery_results\__init__.py first seen with mtime 1722452911.1040852
DEBUG 2024-08-13 14:40:00,545 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\transport\__init__.py first seen with mtime 1722452314.6714075
DEBUG 2024-08-13 14:40:00,545 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\utils\__init__.py first seen with mtime 1722452314.6878135
DEBUG 2024-08-13 14:40:00,545 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\cffi\__init__.py first seen with mtime 1705540977.3166149
DEBUG 2024-08-13 14:40:00,545 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1720454814.3921473
DEBUG 2024-08-13 14:40:00,545 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\glob.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:40:00,561 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\functools.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,562 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\errors.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,562 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\token.py first seen with mtime 1721530437.9454546
DEBUG 2024-08-13 14:40:00,562 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\signals.py first seen with mtime 1720454814.0447953
DEBUG 2024-08-13 14:40:00,562 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_requestor.py first seen with mtime 1721530437.8891535
DEBUG 2024-08-13 14:40:00,563 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1720454814.0777056
DEBUG 2024-08-13 14:40:00,563 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\resources\_adapters.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,563 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\radar\__init__.py first seen with mtime 1721530437.9735446
DEBUG 2024-08-13 14:40:00,563 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1720454814.0605156
DEBUG 2024-08-13 14:40:00,564 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\identity\__init__.py first seen with mtime 1721530437.966363
DEBUG 2024-08-13 14:40:00,564 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\sbcsgroupprober.py first seen with mtime 1721530435.8459377
DEBUG 2024-08-13 14:40:00,564 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\escprober.py first seen with mtime 1721530435.8240047
DEBUG 2024-08-13 14:40:00,564 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\langturkishmodel.py first seen with mtime 1721530435.8416793
DEBUG 2024-08-13 14:40:00,564 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\promotion_code.py first seen with mtime 1721530437.9339602
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1720454814.1226213
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\__init__.py first seen with mtime 1720454814.6043975
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\client.py first seen with mtime 1720454814.2288108
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\timeouts.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,565 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\amqp\serialization.py first seen with mtime 1722452314.354714
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\app\base.py first seen with mtime 1722452316.0551002
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\exceptions.py first seen with mtime 1722452316.0471675
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1720454806.970316
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\invoice_item.py first seen with mtime 1721530437.9238756
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1720454810.3603942
DEBUG 2024-08-13 14:40:00,566 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,567 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\utils\encoding.py first seen with mtime 1722452314.6917644
DEBUG 2024-08-13 14:40:00,567 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\timesince.py first seen with mtime 1720454814.7148826
DEBUG 2024-08-13 14:40:00,567 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\plan.py first seen with mtime 1721530437.931875
DEBUG 2024-08-13 14:40:00,567 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1720454808.6791449
DEBUG 2024-08-13 14:40:00,567 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\url.py first seen with mtime 1721530433.645524
DEBUG 2024-08-13 14:40:00,568 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_futures.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,568 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\pkgutil.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:00,568 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\templatetags\__init__.py first seen with mtime 1720454814.6399834
DEBUG 2024-08-13 14:40:00,568 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1720454814.1069448
DEBUG 2024-08-13 14:40:00,568 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\templates\booking first seen with mtime 1723568655.1206448
DEBUG 2024-08-13 14:40:00,569 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\templates\booking\book.html first seen with mtime 1720835024.4245677
DEBUG 2024-08-13 14:40:00,569 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\templates\booking\payment_success.html first seen with mtime 1721508964.0778475
DEBUG 2024-08-13 14:40:00,570 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\templates\booking\schedule.html first seen with mtime 1723222451.1362457
DEBUG 2024-08-13 14:40:03,673 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\courtManagementSystem\urls.py previous mtime: 1723574398.6333532, current mtime: 1723574402.8638744
DEBUG 2024-08-13 14:40:03,674 autoreload C:\Users\shiya\PycharmProjects\CourtManagementSystem\courtManagementSystem\urls.py notified as changed. Signal results: [(<function template_changed at 0x000002549936FF60>, None), (<function translation_file_changed at 0x000002549AAAE200>, None)].
INFO 2024-08-13 14:40:03,674 autoreload C:\Users\shiya\PycharmProjects\CourtManagementSystem\courtManagementSystem\urls.py changed, reloading.
INFO 2024-08-13 14:40:04,613 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-13 14:40:04,614 autoreload Waiting for apps ready_event.
DEBUG 2024-08-13 14:40:04,839 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-08-13 14:40:04,861 autoreload Watching dir C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\templates with glob **/*.
DEBUG 2024-08-13 14:40:04,861 autoreload Watching dir C:\Users\shiya\PycharmProjects\CourtManagementSystem\locale with glob **/*.mo.
DEBUG 2024-08-13 14:40:04,862 autoreload Watching dir C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\locale with glob **/*.mo.
DEBUG 2024-08-13 14:40:04,862 autoreload Watching dir C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\locale with glob **/*.mo.
DEBUG 2024-08-13 14:40:04,862 autoreload Watching dir C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django_celery_results\locale with glob **/*.mo.
DEBUG 2024-08-13 14:40:04,934 utils (0.000) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
DEBUG 2024-08-13 14:40:04,935 utils (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
DEBUG 2024-08-13 14:40:04,936 utils (0.000) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
DEBUG 2024-08-13 14:40:04,942 utils (0.000) SELECT `django_migrations`.`id`, `django_migrations`.`app`, `django_migrations`.`name`, `django_migrations`.`applied` FROM `django_migrations`; args=(); alias=default
DEBUG 2024-08-13 14:40:05,080 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\__init__.py first seen with mtime 1720454814.0437644
DEBUG 2024-08-13 14:40:05,082 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\crypto.py first seen with mtime 1720454814.678392
DEBUG 2024-08-13 14:40:05,082 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\mime\nonmultipart.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:40:05,082 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\tax\__init__.py first seen with mtime 1721530437.9802473
